"Reactome Pathway Term","Adjusted P-Value (limma)","Size (limma)","Leading Edge (limma)","Adjusted P-Value (DESeq2)","Size (DESeq2)","Leading Edge (DESeq2)"
"Formation of RNA Pol II elongation complex ","3.421e-03","53","Ccnt1, Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1","1.065e-02","53","Ccnt1, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Eloa, Elob, Gtf2f1, Gtf2f2, Gtf2h5, Leo1, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"RHOC GTPase cycle","3.843e-03","64","Akap13, Arhgdia, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Fmnl2, Iqgap3, Jup, Lbr, Lman1, Pkn1, Pkn3, Prex1, Racgap1, Rhoa, Rock1, Rock2, Vangl1","1.046e-02","64","Akap13, Arhgdia, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Fmnl2, Iqgap3, Jup, Pkn1, Pkn3, Prex1, Racgap1, Rhoa, Rock1, Vangl1"
"RNA Polymerase II Transcription Elongation","3.421e-03","53","Ccnt1, Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1","1.065e-02","53","Ccnt1, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Eloa, Elob, Gtf2f1, Gtf2f2, Gtf2h5, Leo1, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"Cargo recognition for clathrin-mediated endocytosis","2.087e-02","80","Aak1, Ap2a1, Ap2m1, Ap2s1, Apob, Areg, Btc, Cbl, Cftr, Cltb, Cltc, Cops6, Cops8, Egfr, Epn1, Ereg, Grb2, Grk2, Hbegf, Hgs, Ldlr, M6pr, Necap2, Nedd8, Scarb2, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8","1.338e-03","84","Aak1, Adrb2, Ap2m1, Ap2s1, Apob, Areg, Btc, Cbl, Cltb, Cltc, Cops2, Cops6, Cops7a, Cops8, Egfr, Epn1, Ereg, Fcho1, Fzd4, Grb2, Grk2, Hbegf, Hgs, Ldlr, M6pr, Necap2, Nedd8, Scarb2, Tgfa, Tgoln1, Trf, Ubc, Ubqln1, Ubqln2, Vamp8"
"Signaling by NOTCH","9.333e-03","34","Adam10, Aph1a, Dtx2, Egfr, Furin, Jag1, Maml1, Notch1, Prkci, Psenen, Tmed2, Ubc, Ybx1","3.440e-03","35","Adam10, Dtx2, Egfr, Furin, Jag1, Maml1, Notch1, Prkci, Psenen, Tmed2, Ubc, Ybx1, Ywhaz"
"Cholesterol biosynthesis","1.213e-02","26","Acat2, Cyp51, Dhcr24, Dhcr7, Ebp, Fdft1, Fdps, Hmgcr, Hmgcs1, Idi1, Lbr, Lss, Msmo1, Mvd, Mvk, Pmvk, Srebf1, Srebf2","4.356e-03","27","Acat2, Cyp51, Dhcr24, Fdft1, Fdps, Hmgcr, Hmgcs1, Lss, Msmo1, Mvd, Mvk, Pmvk, Srebf1, Srebf2"
"RHOH GTPase cycle","4.575e-03","29","Arhgdia, Cav1, Csk, Jup, Pak2, Rab7, Rock1, Rock2, Uaca, Vangl1, Vcp","1.081e-02","29","Arhgdia, Cav1, Csk, Jup, Pak2, Rab7, Rock1, Tuba1b, Uaca, Vangl1, Vcp"
"RNA Polymerase II Pre-transcription Events","4.447e-03","72","Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2a1, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Supt16, Supt4a, Supt5, Taf1, Taf10, Taf11, Taf7","1.240e-02","72","Ccnt1, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Eloa, Elob, Gtf2a1, Gtf2f1, Gtf2f2, Gtf2h5, Leo1, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Taf1, Taf10, Taf11, Taf3, Taf4b, Taf7, Tcea1"
"Interferon Signaling","2.519e-02","50","Abce1, Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Ifngr1, Ifngr2, Irf3, Irf9, Isg15, Kpna1, Kpnb1, Plcg1, Ppm1b, Ptpn1, Ptpn11, Socs3, Sumo1, Ube2n, Usp18","2.286e-03","52","Abce1, Eif2ak2, Eif4a1, Eif4a3, Eif4e2, Eif4g1, Flnb, Ifngr1, Ifngr2, Irf3, Irf9, Isg15, Kpnb1, Mapk3, Oasl1, Ppm1b, Ptpn1, Ptpn11, Rnasel, Socs1, Socs3, Sumo1, Trim25, Ube2l6, Ube2n, Usp18"
"Signaling by MET","2.699e-02","59","Arf6, Cbl, Col27a1, Col3a1, Col5a1, Fn1, Grb2, Hgfac, Hgs, Hras, Itga2, Itgb1, Kras, Lrig1, Pik3ca, Ptpn1, Ptprj, Rac1, Shc1, Spint1, Spint2, Tns4, Ubc","2.616e-03","60","Arf6, Cbl, Col1a1, Col1a2, Col27a1, Col3a1, Col5a1, Crk, Fn1, Grb2, Hgfac, Hgs, Hras, Itga2, Itga3, Itgb1, Kras, Pik3ca, Ptpn1, Ptpn11, Ptprj, Rac1, Rap1a, Shc1, Sos1, Spint1, Spint2, Src, Stat3, Tns4, Ubc"
"ISG15 antiviral mechanism","1.414e-02","25","Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Plcg1, Ppm1b, Ube2l6, Ube2n, Usp18","5.241e-03","26","Eif2ak2, Eif4a1, Eif4a3, Eif4e2, Eif4g1, Flnb, Irf3, Isg15, Mapk3, Ppm1b, Trim25, Ube2l6, Ube2n, Usp18"
"Regulation of HSF1-mediated heat shock response","2.064e-02","57","Aaas, Bag3, Dnajb1, Dnajb6, Gsk3b, Hikeshi, Hsf1, Hspa14, Hspa1a, Hspa1b, Hspa4l, Hspa5, Hspa8, Hspa9, Hsph1, Mapkapk2, Ndc1, Nup107, Nup153, Nup155, Nup214, Nup54, Nup62, Nup93, Nupl2, Pom121, St13, Tpr, Ywhae","3.792e-03","58","Aaas, Bag3, Dnajb1, Dnajb6, Gsk3b, Hikeshi, Hsf1, Hspa1a, Hspa1b, Hspa5, Hspa8, Hspa9, Hsph1, Mapk3, Mapkapk2, Ndc1, Nup107, Nup54, Nup62, Nup93, Nupl2, Pom121, St13, Tpr, Ywhae"
"FLT3 Signaling","8.771e-03","23","Cbl, Cdkn1b, Csk, Foxo3, Grb2, Hras, Kras, Pik3ca, Ptprj, Socs6, Ubc","8.555e-03","24","Akt1, Akt3, Cbl, Cdkn1b, Csk, Flt3l, Foxo3, Grb2, Hras, Kras, Pik3ca, Ptprj, Socs6, Sos1, Ubc"
"RHOB GTPase cycle","1.021e-02","62","Akap13, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Iqgap3, Jup, Pkn1, Pkn3, Prex1, Racgap1, Rhob, Rock1, Rock2, Sowahc, Vangl1","7.702e-03","63","Akap13, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Iqgap3, Jup, Pkn1, Pkn3, Prex1, Racgap1, Rhob, Rock1, Sowahc, Vangl1"
"Regulation of actin dynamics for phagocytic cup formation","4.390e-03","43","Abi1, Abl1, Actg1, Actr2, Arpc1a, Arpc1b, Arpc2, Arpc3, Baiap2, Brk1, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Myh9, Myo10, Myo1c, Myo5a, Nckap1, Rac1, Vav2","2.510e-02","48","Abi1, Abl1, Actg1, Actr2, Actr3, Arpc1a, Arpc1b, Arpc2, Arpc3, Baiap2, Brk1, Cdc42, Crk, Cyfip1, Grb2, Hsp90ab1, Mapk3, Myh9, Myo10, Myo1c, Myo5a, Nckap1, Rac1, Wipf1"
"TP53 Regulates Transcription of DNA Repair Genes","4.834e-03","42","Ccnt1, Ccnt2, Cdk12, Cdk7, Cdk9, Ell, Elob, Gtf2f1, Gtf2f2, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1","1.696e-02","42","Ccnt1, Ccnt2, Cdk12, Cdk7, Cdk9, Ell, Eloa, Elob, Ercc3, Gtf2f1, Gtf2f2, Gtf2h5, Mnat1, Nelfa, Nelfb, Nelfe, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Polr2l, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"VEGFR2 mediated vascular permeability","1.074e-02","26","Calm1, Calm2, Calm3, Cav1, Ctnna1, Ctnnb1, Hsp90aa1, Jup, Mtor, Pak2, Pdpk1, Rac1, Trib3","9.824e-03","26","Calm1, Calm2, Calm3, Cav1, Ctnna1, Ctnnb1, Jup, Pak2, Rac1, Trib3"
"Mitophagy","4.637e-03","26","Mfn2, Sqstm1, Tomm20, Tomm22, Tomm40, Tomm6, Ubc, Vdac1","2.070e-02","26","Csnk2b, Map1lc3a, Mfn2, Mterf3, Pgam5, Pink1, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Ubc, Vdac1"
"Signaling by ERBB4","7.310e-03","27","Aph1a, Btc, Egfr, Ereg, Grb2, Hbegf, Hras, Kras, Nrg1, Pik3ca, Psenen, Shc1, Ubc, Wwox","1.187e-02","27","Aph1a, Btc, Egfr, Erbb3, Ereg, Esr1, Grb2, Hbegf, Hras, Kras, Ncstn, Nrg1, Pik3ca, Psenen, Shc1, Sos1, Src, Ubc"
"RHOU GTPase cycle","6.946e-03","33","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Grb2, Hgs, Iqgap1, Nck2, Pak2, Peak1, Ptk2b, Rhou, Sptbn1, Txnl1, Vangl1","1.875e-02","35","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Grb2, Hgs, Iqgap1, Nck2, Pak2, Peak1, Rhou, Txnl1, Vangl1"
"Lysosome Vesicle Biogenesis","2.803e-02","29","Ap1b1, Ap1g1, Ap4b1, Ap4m1, App, Arf1, Cltb, Cltc, Ctsz, Hgs, Hspa8, M6pr, Sh3gl2, Txndc5, Vamp2, Vamp8","4.772e-03","30","Ap1b1, Ap1g1, Ap4b1, App, Arf1, Cltb, Cltc, Ctsz, Hgs, Hspa8, M6pr, Txndc5, Vamp8"
"Signaling by FGFR2","2.064e-02","46","Cbl, Frs2, Grb2, Gtf2f1, Gtf2f2, Hnrnpa1, Hras, Kras, Ncbp1, Pik3ca, Polr2e, Polr2f, Polr2h, Ppp2ca, Ppp2cb, Ppp2r1a, Shc1, Spry2, Ubc","7.231e-03","49","Cbl, Frs2, Grb2, Gtf2f1, Hnrnpa1, Hras, Kras, Mapk3, Ncbp1, Pik3ca, Polr2e, Polr2g, Polr2h, Polr2i, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Shc1, Sos1, Spry2, Src, Ubc"
"Cyclin A/B1/B2 associated events during G2/M transition","4.575e-03","21","Ccna2, Cdk2, Cdk7, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Xpo1","3.035e-02","21","Ccna2, Cdk2, Cdk7, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Wee1, Xpo1"
"Signaling by ERBB2","1.470e-02","41","Btc, Cdc37, Cul5, Egfr, Ereg, Grb2, Hbegf, Hras, Hsp90aa1, Kras, Nrg1, Pik3ca, Ptpn12, Ptpn18, Rhoa, Shc1, Ubc, Yes1","1.046e-02","41","Akt1, Akt3, Btc, Cdc37, Cul5, Egfr, Erbb3, Ereg, Grb2, Hbegf, Hras, Kras, Nrg1, Pik3ca, Ptpn12, Rhoa, Shc1, Sos1, Src, Ubc"
"Cargo concentration in the ER","2.672e-02","26","Areg, Col7a1, Ctsc, Ctsz, Lman1, Lman2, Mia3, Preb, Sec23a, Sec24b, Tmed2","6.546e-03","27","Areg, Col7a1, Ctsc, Ctsz, Lman2, Mcfd2, Mia3, Sec23a, Sec24b, Tmed2"
"Cytoprotection by HMOX1","2.392e-02","44","Blvrb, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, H13, Hdac3, Helz2, Hmox1, Surf1, Tbl1xr1","8.351e-03","46","Blvrb, Chd9, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, H13, Hdac3, Helz2, Hmox1, Sin3b, Surf1, Tbl1xr1"
"Downregulation of ERBB2 signaling","1.835e-02","22","Btc, Cdc37, Cul5, Egfr, Ereg, Hbegf, Hsp90aa1, Nrg1, Ptpn12, Ptpn18, Ubc","1.046e-02","22","Akt1, Akt3, Btc, Cdc37, Cul5, Egfr, Erbb3, Ereg, Hbegf, Nrg1, Ptpn12, Ubc"
"Disassembly of the destruction complex and recruitment of AXIN to the membrane","3.428e-02","23","Axin1, Cav1, Ctnnb1, Lrp5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b","4.658e-03","23","Axin1, Cav1, Ctnnb1, Frat2, Fzd1, Lrp5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b"
"Signaling by FGFR","1.314e-02","54","Cbl, Flrt3, Frs2, Galnt3, Grb2, Gtf2f1, Gtf2f2, Hnrnpa1, Hras, Kras, Ncbp1, Pik3ca, Polr2e, Polr2f, Polr2h, Ppp2ca, Ppp2cb, Ppp2r1a, Shc1, Spry2, Ubc","1.299e-02","59","Cbl, Fgfr1, Fgfrl1, Flrt3, Frs2, Galnt3, Grb2, Gtf2f1, Hnrnpa1, Hras, Kras, Mapk3, Ncbp1, Pik3ca, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Shc1, Sos1, Spred2, Spry2, Src, Ubc"
"Estrogen-dependent gene expression","6.849e-03","42","Cdk9, Fkbp4, Foxa1, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hsp90aa1, Hsp90ab1, Kat5, Polr2e, Polr2f, Polr2h, Prmt1, Ptges3","4.165e-02","42","Ccnt1, Cdk9, Esr1, Fkbp4, Foxa1, Gata3, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hsp90aa1, Hsp90ab1, Kat5, Med1, Nrip1, Polr2e, Polr2f, Polr2g, Polr2h, Polr2i, Polr2l, Prmt1, Ptges3, Tle3"
"Fatty acyl-CoA biosynthesis","1.454e-02","27","Acaca, Acly, Acsbg1, Acsl3, Acsl4, Acsl5, Elovl1, Elovl5, Fasn, Hacd1, Hacd3, Hsd17b12, Ppt2, Scd1, Slc25a1, Tecr","1.415e-02","28","Acly, Acsbg1, Acsl3, Acsl4, Acsl5, Elovl1, Fasn, Hacd1, Hsd17b12, Ppt2, Scd1, Slc25a1, Tecr"
"Signalling to ERKs","4.313e-02","24","Frs2, Grb2, Hras, Kidins220, Kras, Map2k2, Mapkapk2, Ngf, Ralgds, Shc1, Ywhab","6.313e-03","24","Crk, Frs2, Grb2, Hras, Kras, Map2k1, Map2k2, Mapk3, Mapkapk2, Ngf, Ralgds, Rap1a, Shc1, Sos1, Ywhab"
"RHOV GTPase cycle","2.906e-02","31","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Iqgap1, Map3k11, Nck2, Pak2, Pard6b, Peak1, Sh3rf1, Sptbn1, Tpm4, Txnl1, Vangl1","9.824e-03","32","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Iqgap1, Map3k11, Nck2, Pak2, Pard6b, Peak1, Sh3rf1, Tpm4, Txnl1, Vangl1"
"COPII-mediated vesicle transport","1.142e-02","61","Areg, Cnih1, Col7a1, Csnk1d, Ctsc, Ctsz, Golga2, Lman1, Lman2, Mcfd2, Napa, Preb, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Tfg, Tmed2, Trappc1, Trappc3, Trappc4, Trappc5, Trappc6b, Trappc9, Ykt6","2.019e-02","62","Areg, Bet1, Cnih1, Col7a1, Csnk1d, Ctsc, Ctsz, Golga2, Gorasp1, Lman1, Lman2, Lman2l, Mcfd2, Napa, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Tfg, Tgfa, Tmed2, Trappc1, Trappc3, Trappc4, Trappc5, Trappc9, Ykt6"
"EPH-Ephrin signaling","7.910e-03","54","Actg1, Actr2, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Efna1, Efna5, Efnb2, Epha1, Ephb2, Ephb4, Git1, Hras, Nck2, Pak2, Psenen, Rac1, Rhoa, Rock1, Rock2, Sdcbp, Yes1","2.600e-02","57","Actg1, Actr2, Actr3, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdc42, Efna1, Efna5, Efnb1, Efnb2, Epha1, Epha2, Ephb2, Ephb3, Ephb4, Git1, Hras, Mmp2, Nck2, Ncstn, Ngef, Pak2, Psenen, Rac1, Rhoa, Rock1, Rock2, Sdcbp, Src, Vav2, Yes1"
"Pyruvate metabolism and Citric Acid (TCA) cycle","3.067e-02","42","Dlat, Idh3a, Idh3b, Ldha, Mdh2, Me1, Ogdh, Pdk4, Sdhb, Sdhc, Sdhd, Vdac1","1.060e-02","43","Dlat, Hagh, Idh3a, Idh3b, Ldha, Mdh2, Me1, Ogdh, Pdk2, Pdk4, Sdha, Sdhb, Sdhc, Sdhd, Vdac1"
"MAPK targets/ Nuclear events mediated by MAP kinases","1.587e-02","22","Creb1, Dusp6, Dusp7, Fos, Jun, Mapkapk2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b","2.592e-02","23","Dusp6, Dusp7, Fos, Ppp2ca, Ppp2cb, Ppp2r1b"
"Toll Like Receptor 3 (TLR3) Cascade","3.132e-02","67","Creb1, Dusp6, Dusp7, Fos, Irak1, Irf3, Jun, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18","1.081e-02","68","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Irf3, Irf7, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Ube2v1, Usp14, Usp18"
"Inactivation of APC/C via direct inhibition of the APC/C complex","3.064e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Ube2c, Ube2d1, Ube2s","1.523e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Bub1b, Bub3, Cdc20, Cdc26, Cdc27, Mad2l1, Ube2c, Ube2d1, Ube2s"
"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","3.064e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Ube2c, Ube2d1, Ube2s","1.523e-02","20","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Bub1b, Bub3, Cdc20, Cdc26, Cdc27, Mad2l1, Ube2c, Ube2d1, Ube2s"
"p75 NTR receptor-mediated signalling","2.841e-02","70","Akap13, Aph1a, Arhgdia, Arhgef5, Arhgef7, Bex3, Gna13, Nfkb1, Ngf, Plekhg2, Prex1, Prkci, Psenen, Rac1, Rela, Rhoa, Rtn4, Sqstm1, Trio, Ubc, Ywhae","2.948e-02","73","Akap13, Arhgdia, Arhgef5, Bex3, Gna13, Nfkb1, Ngf, Plekhg2, Prex1, Prkci, Psenen, Rac1, Rela, Rhoa, Rtn4, Sqstm1, Tiam2, Ubc, Ywhae"
"trans-Golgi Network Vesicle Budding","2.414e-02","63","Acbd3, Ap1b1, Ap1g1, Ap4b1, Ap4m1, App, Arf1, Bloc1s4, Cltb, Cltc, Cpd, Ctsz, Gak, Hgs, Hspa8, M6pr, Napa, Pum1, Sh3gl2, Snx9, Tgoln1, Txndc5, Vamp2, Vamp8, Yipf6","4.224e-02","64","Ap1b1, Ap1g1, Ap4b1, App, Arf1, Bloc1s4, Cltb, Cltc, Cpd, Ctsz, Gak, Hgs, Hspa8, Igf2r, M6pr, Rab5c, Tgoln1, Txndc5, Vamp8"
"MyD88 cascade initiated on plasma membrane","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18","2.370e-02","69","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Peli1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Ube2v1, Usp14, Usp18"
"Toll Like Receptor 10 (TLR10) Cascade","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18","2.370e-02","69","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Peli1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Ube2v1, Usp14, Usp18"
"Toll Like Receptor 5 (TLR5) Cascade","4.977e-02","68","Dusp6, Dusp7, Fos, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Usp14, Usp18","2.370e-02","69","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Peli1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Tab2, Ubc, Ube2n, Ube2v1, Usp14, Usp18"
"Iron uptake and transport","3.133e-02","44","Atp6ap1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1b2, Atp6v1e1, Cand1, Cybrd1, Hmox1, Nedd8, Slc11a2, Trf, Ubc","3.862e-02","46","Atp6ap1, Atp6v0a2, Atp6v0b, Atp6v0c, Atp6v0d1, Atp6v0e, Atp6v1a, Atp6v1b2, Cand1, Cybrd1, Hmox1, Nedd8, Slc11a2, Trf, Ubc"
"Intrinsic Pathway for Apoptosis","4.857e-02","33","Bak1, Bax, Casp7, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq","3.030e-02","34","Bak1, Bax, Casp7, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"MyD88-independent TLR4 cascade ","4.340e-02","84","Creb1, Dusp6, Dusp7, Fos, Irf3, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n, Usp14, Usp18","3.256e-02","87","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Irf3, Irf7, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ptpn11, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2d3, Ube2n, Ube2v1, Usp14, Usp18"
"TRIF(TICAM1)-mediated TLR4 signaling ","4.340e-02","84","Creb1, Dusp6, Dusp7, Fos, Irf3, Jun, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n, Usp14, Usp18","3.256e-02","87","App, Creb1, Dusp4, Dusp6, Dusp7, Fos, Hmgb1, Irak1, Irf3, Irf7, Jun, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ptpn11, Rela, Ripk3, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2d3, Ube2n, Ube2v1, Usp14, Usp18"
"RHOF GTPase cycle","4.854e-02","35","Actg1, Actn1, Basp1, Capzb, Cav1, Lmnb1, Rab7, Rhof, Sowahc, Tor1aip1, Vangl1","3.999e-02","36","Actg1, Actn1, Basp1, Cav1, Lmnb1, Rab7, Rhof, Sowahc, Tor1aip1, Vangl1"
